Well,Depth_ft,Silica_pct,Detritus_pct,Phase,DetritusGroup,HLD,HLD_StdDev,XRD,Perm_Kair_md,POR_he_pct,GrainDensity_gcc,TOC_pct,Quality,UCS_MPa_Lee
856C-7,6142.41,57.7,42.3,6k-quartz,mod,615.0,13.0,N,,21.7,2.625,3.4,very good,75.913992
856C-7,6142.51,53.93,46.07,6k-quartz,mod,614.0,13.0,N,,21.7,2.625,3.4,very good,75.44214078
856C-7,6143.06,54.85,45.15,6k-quartz,mod,618.0,17.0,N,,,,,very good,77.11056499
856C-7,6143.1,55.21,44.79,6k-quartz,mod,613.0,20.0,N,,,,,good,74.91888652
856C-7,6143.13,59.99,40.01,6k-quartz,mod,623.0,10.0,N,,,,,very good,79.57707232
856C-7,6143.16,56.2,43.8,6k-quartz,mod,603.0,17.0,N,,,,,very good,70.65621084
856C-7,6143.2,57.1,42.9,6k-quartz,mod,632.0,17.0,N,,,,,very good,83.63317746
856C-7,6143.23,49.41,50.59,6k-quartz,mod,615.0,12.0,N,,,,,very good,75.84326228
856C-7,6143.3,57.38,42.62,6k-quartz,mod,616.0,11.0,N,,,,,very good,76.1896796
856C-7,6143.36,51.39,48.61,6k-quartz,mod,627.0,18.0,N,,,,,very good,81.6024551
856C-7,6143.39,48.65,51.35,6k-quartz,mod,630.0,14.0,N,,,,,very good,82.737163
856C-7,6143.43,56.26,43.74,6k-quartz,mod,620.0,23.0,N,,,,,very good,78.01025566
856C-7,6143.46,57.64,42.36,6k-quartz,mod,632.0,15.0,N,,,,,very good,83.90213123
856C-7,6143.49,55.6,44.4,6k-quartz,mod,638.0,22.0,N,,,,,very good,86.59484618
856C-7,6143.52,54.1,45.9,6k-quartz,mod,638.0,10.0,N,,,,,very good,86.59484618
856C-7,6143.56,51.17,48.83,6k-quartz,mod,642.0,12.0,N,,,,,very good,88.7743222
856C-7,6143.59,50.67,49.33,6k-quartz,mod,638.0,10.0,N,,,,,very good,86.66662593
856C-7,6143.62,51.54,48.46,6k-quartz,mod,638.0,10.0,N,,,,,very good,86.89432123
856C-7,6143.66,54.39,45.61,6k-quartz,mod,654.0,15.0,N,,,,,very good,95.06802442
856C-7,6143.69,57.61,42.39,6k-quartz,mod,640.0,11.0,N,,,,,very good,87.73837268
856C-7,6143.72,54.92,45.08,6k-quartz,mod,640.0,14.0,N,,,,,very good,87.6535999
856C-7,6143.75,59.25,40.75,6k-quartz,mod,622.0,,N,,,,,very good,79.23166386
856C-7,6143.93,61.5,38.5,6k-quartz,mod,613.0,13.0,N,,,,,very good,75.09290011
856C-7,6144.06,63.08,36.92,6k-quartz,mod,627.0,14.0,N,,,,,very good,81.44484276
856C-7,6144.36,70.95,29.05,6k-quartz,low,645.0,13.0,N,,22.0,2.62,,very good,90.27639458
856C-7,6144.65,89.86,10.14,6k-quartz,low,656.0,12.0,N,,,,,very good,96.45655328
856C-7,6144.69,90.66,9.34,6k-quartz,low,663.0,6.0,N,,,,,very good,100.4532738
856C-7,6144.88,82.28,17.72,6k-quartz,low,636.0,27.0,N,,,,,good,85.61033529
856C-7,6145.02,75.21,24.79,6k-quartz,low,663.0,16.0,N,,,,,very good,100.0656044
856C-7,6145.08,93.53,6.47,6k-quartz,low,658.0,7.0,N,,,,,very good,97.39348785
856C-7,6145.11,92.34,7.66,6k-quartz,low,670.0,14.0,N,,,,,very good,104.272328
856C-7,6145.15,91.75,8.25,6k-quartz,low,656.0,8.0,N,,,,,very good,96.58717952
856C-7,6145.18,91.32,8.68,6k-quartz,low,630.0,14.0,N,,,,,very good,83.03476276
856C-7,6145.44,81.97,18.03,6k-quartz,low,637.0,22.0,N,,,,,very good,86.22493013
856C-7,6145.57,82.61,17.39,6k-quartz,low,671.0,14.0,N,,,,,very good,105.2750043
856C-7,6146.82,59.27,40.73,6k-quartz,mod,613.0,21.0,N,,,,,very good,75.25640492
856C-7,6147.13,85.84,14.16,6k-quartz,low,712.0,25.0,N,,,,,very good,133.3431679
856C-7,6149.03,42.33,57.67,6k-quartz,mod,640.0,16.0,N,,,,,very good,88.04180244
856C-7,6149.06,43.22,56.78,6k-quartz,mod,640.0,10.0,N,,,,,very good,88.04180244
856C-7,6149.13,60.38,39.62,6k-quartz,mod,632.0,27.0,N,,,,,very good,83.98037646
856C-7,6149.16,60.38,39.62,6k-quartz,mod,617.0,20.0,N,,,,,very good,76.91912819
856C-7,6149.2,64.55,35.45,6k-quartz,mod,630.0,20.0,N,,22.5,2.55,,very good,83.08064225
856C-7,6149.33,61.66,38.34,6k-quartz,mod,599.0,,N,,22.5,2.55,,very good,69.07590795
856C-7,6149.36,63.25,36.75,6k-quartz,mod,634.0,17.0,N,,,,,very good,84.98368939
856C-7,6149.39,61.62,38.38,6k-quartz,mod,657.0,16.0,N,,,,,very good,97.08463832
856C-7,6149.43,63.53,36.47,6k-quartz,mod,663.0,34.0,N,,,,,very good,100.4290005
856C-7,6149.46,64.56,35.44,6k-quartz,mod,674.0,24.0,N,,,,,very good,106.7020425
856C-7,6149.49,59.08,40.92,6k-quartz,mod,570.0,45.0,N,,,,,very good,58.56601541
856C-7,6149.52,60.1,39.9,6k-quartz,mod,662.0,13.0,N,,,,,very good,99.94131443
856C-7,6149.56,48.41,51.59,6k-quartz,mod,663.0,24.0,N,,,,,very good,100.190049
856C-7,6149.59,50.99,49.01,6k-quartz,mod,658.0,28.0,N,,,,,very good,97.32626317
856C-7,6149.62,41.81,58.19,6k-quartz,mod,644.0,27.0,N,,,,,very good,89.71093624
856C-7,6150.13,52.09,47.91,6k-quartz,mod,601.0,24.0,N,,,,,very good,70.16033747
856C-7,6150.52,48.78,51.22,6k-quartz,mod,636.0,18.0,N,,12.0,2.49,,very good,85.73811225
856C-7,6150.56,42.18,57.82,6k-quartz,mod,564.0,29.0,N,,12.0,2.49,,very good,56.37581762
856C-7,6150.59,44.01,55.99,6k-quartz,mod,649.0,14.0,N,,,,,very good,92.70842458
856C-7,6150.62,42.01,57.99,6k-quartz,mod,527.0,18.0,N,,,,,very good,45.56306653
856C-7,6150.65,38.8,61.2,6k-quartz,high,530.0,20.0,N,,,,,very good,46.43969488
856C-7,6150.72,35.61,64.39,6k-quartz,high,537.0,22.0,N,,,,,very good,48.20391785
856C-7,6150.75,29.63,70.37,6k-quartz,high,470.0,15.0,N,,,,,very good,32.76385792
856C-7,6150.79,43.92,56.08,6k-quartz,mod,595.0,,N,,,,,very good,67.6485564
856C-7,6150.82,40.93,59.07,6k-quartz,mod,498.0,14.0,N,,,,,very good,38.54113125
882D-8,12503.9,75.72,24.28,12k-quartz,low,750.0,,N,,,,,poor,166.2222944
882D-8,12503.93,78.47,21.53,12k-quartz,low,814.0,19.0,N,,,,,very good,240.7601032
882D-8,12503.97,76.62,23.38,12k-quartz,low,835.0,18.0,N,,,,,very good,271.3544813
882D-8,12504.0,68.99,31.01,12k-quartz,mod,824.0,33.0,N,,,,,very good,255.5337734
882D-8,12504.03,70.79,29.21,12k-quartz,low,800.0,14.0,N,,,,,very good,221.5007588
882D-8,12504.06,69.52,30.48,12k-quartz,mod,809.0,22.0,N,,,,,very good,233.3701956
882D-8,12504.1,66.78,33.22,12k-quartz,mod,818.0,34.0,N,,,,,very good,246.1814516
882D-8,12504.13,52.93,47.07,12k-quartz,mod,780.0,17.0,N,,,,,very good,197.622639
882D-8,12504.16,57.68,42.32,12k-quartz,mod,758.0,17.0,N,,,,,very good,173.6125366
882D-8,12504.19,54.08,45.92,12k-quartz,mod,763.0,13.0,N,,,,,very good,178.8938623
882D-8,12504.23,64.32,35.68,12k-quartz,mod,786.0,15.0,N,,,,,very good,205.2152336
882D-8,12504.26,58.97,41.03,12k-quartz,mod,807.0,15.0,N,,,,,very good,230.9018392
882D-8,12504.29,57.37,42.63,12k-quartz,mod,774.0,16.0,N,,,,,very good,190.8636595
882D-8,12504.33,56.51,43.49,12k-quartz,mod,763.0,11.0,N,0.008,5.2,2.45,,very good,179.4134075
882D-8,12504.36,52.28,47.72,12k-quartz,mod,753.0,18.0,N,0.008,5.2,2.45,,good,168.8598148
882D-8,12504.39,51.15,48.85,12k-quartz,mod,751.0,22.0,N,,,,,very good,166.912358
882D-8,12504.42,49.48,50.52,12k-quartz,mod,763.0,10.0,N,,,,,very good,179.0668766
882D-8,12504.46,52.3,47.7,12k-quartz,mod,750.0,17.0,N,,,,,very good,166.0846244
882D-8,12504.49,48.87,51.13,12k-quartz,mod,759.0,16.0,N,,,,,very good,174.9845079
882D-8,12504.52,48.36,51.64,12k-quartz,mod,758.0,11.0,N,,,,,very good,173.9485122
882D-8,12504.62,45.31,54.69,12k-quartz,mod,753.0,15.0,N,,,,,very good,169.1398716
882D-8,12504.66,47.91,52.09,12k-quartz,mod,735.0,9.0,N,,,,,very good,152.6670412
882D-8,12504.69,45.86,54.14,12k-quartz,mod,736.0,18.0,N,,,,,very good,153.3696492
882D-8,12504.72,43.31,56.69,12k-quartz,mod,721.0,14.0,N,,,,,very good,140.0817268
882D-8,12504.75,39.69,60.31,12k-quartz,high,731.0,22.0,N,,,,,very good,148.8778268
882D-8,12504.79,43.68,56.32,12k-quartz,mod,722.0,15.0,N,,,,,very good,140.8965616
882D-8,12505.11,28.93,71.07,12k-quartz,high,713.0,10.0,N,,,,,very good,133.7858384
882D-8,12505.18,20.13,79.87,12k-quartz,high,733.0,28.0,N,,,,,very good,150.7241003
882D-8,12505.21,47.25,52.75,12k-quartz,mod,742.0,11.0,N,,,,,very good,158.9928684
882D-8,12505.25,48.65,51.35,12k-quartz,mod,738.0,15.0,N,,,,,very good,154.7899246
882D-8,12505.28,50.5,49.5,12k-quartz,mod,733.0,10.0,N,,,,,very good,150.7397118
882D-8,12505.31,43.15,56.85,12k-quartz,mod,732.0,32.0,N,,,,,very good,149.3101991
882D-8,12505.34,41.57,58.43,12k-quartz,mod,729.0,11.0,N,,,,,very good,146.9171573
882D-8,12505.38,48.64,51.36,12k-quartz,mod,740.0,12.0,N,,,,,very good,156.725747
882D-8,12505.41,34.61,65.39,12k-quartz,high,677.0,24.0,N,,,,,very good,109.0979405
882D-8,12505.48,18.51,81.49,12k-quartz,high,726.0,28.0,N,,,,,very good,144.8322267
882D-8,12505.51,45.94,54.06,12k-quartz,mod,735.0,20.0,N,,,,,very good,152.7513948
882D-8,12505.54,48.78,51.22,12k-quartz,mod,753.0,12.0,N,,,,,very good,168.8598148
882D-8,12505.57,48.93,51.07,12k-quartz,mod,752.0,26.0,N,,,,,very good,168.3243347
882D-8,12505.61,48.98,51.02,12k-quartz,mod,738.0,10.0,N,,,,,very good,155.271627
882D-8,12505.64,46.8,53.2,12k-quartz,mod,721.0,15.0,N,,,,,very good,140.6924096
882D-8,12505.67,49.72,50.28,12k-quartz,mod,750.0,18.0,N,,,,,very good,165.9470684
882D-8,12505.7,42.34,57.66,12k-quartz,mod,758.0,20.0,N,,,,,very good,174.2430241
882D-8,12505.74,43.13,56.87,12k-quartz,mod,735.0,15.0,N,,,,,very good,152.0778684
882D-8,12505.77,43.5,56.5,12k-quartz,mod,719.0,12.0,N,,,,,very good,139.1908503
882D-8,12505.8,43.11,56.89,12k-quartz,mod,730.0,12.0,N,,,,,very good,147.894243
882D-8,12505.84,45.82,54.18,12k-quartz,mod,723.0,18.0,N,0.26,5.9,2.46,,very good,142.2926732
882D-8,12505.87,45.88,54.12,12k-quartz,mod,733.0,17.0,N,0.26,5.9,2.46,,very good,150.7397118
882D-8,12505.9,38.44,61.56,12k-quartz,high,744.0,22.0,N,,,,,very good,160.2271798
882D-8,12505.93,47.08,52.92,12k-quartz,mod,766.0,15.0,N,,,,,very good,181.9634814
882D-8,12505.93,37.17,62.83,12k-quartz,high,738.0,25.0,N,,,,,very good,154.8968402
882D-8,12505.97,46.61,53.39,12k-quartz,mod,738.0,18.0,N,,,,,very good,154.9182322
882D-8,12505.97,39.17,60.83,12k-quartz,high,731.0,20.0,N,,,,,very good,148.5082186
882D-8,12506.0,46.94,53.06,12k-quartz,mod,746.0,24.0,N,,,,,very good,162.5988322
882D-8,12506.0,42.22,57.78,12k-quartz,mod,741.0,12.0,N,,,,,very good,158.1607197
882D-8,12506.03,49.73,50.27,12k-quartz,mod,732.0,20.0,N,,,,5.31,very good,150.1165105
882D-8,12506.03,46.22,53.78,12k-quartz,mod,751.0,23.0,N,,,,5.31,very good,167.466471
882D-8,12506.06,52.21,47.79,12k-quartz,mod,734.0,23.0,N,,,,5.31,very good,151.3445989
882D-8,12506.07,51.61,48.39,12k-quartz,mod,769.0,15.0,N,,,,5.31,very good,185.4081013
882D-8,12506.1,49.92,50.08,12k-quartz,mod,759.0,14.0,N,,,,5.31,very good,175.1295552
882D-8,12506.1,55.56,44.44,12k-quartz,mod,743.0,17.0,N,,,,5.31,very good,159.4766384
882D-8,12506.16,50.95,49.05,12k-quartz,mod,747.0,26.0,N,,,,,very good,162.8820005
882D-8,12506.19,52.08,47.92,12k-quartz,mod,720.0,16.0,N,,,,,very good,139.6760783
882D-8,12506.23,43.3,56.7,12k-quartz,mod,725.0,23.0,N,,,,,very good,143.7859902
882D-8,12506.26,41.35,58.65,12k-quartz,mod,719.0,11.0,N,,,,,very good,139.0026061
882D-8,12506.29,40.45,59.55,12k-quartz,mod,710.0,10.0,N,,,,,very good,131.6779737
882D-8,12506.33,37.49,62.51,12k-quartz,high,721.0,17.0,N,,,,,very good,140.4885534
882D-8,12506.36,38.4,61.6,12k-quartz,high,730.0,16.0,N,,,,,very good,147.7309453
882D-8,12506.39,36.76,63.24,12k-quartz,high,716.0,21.0,N,0.05,5.3,2.5,,very good,136.4728939
882D-8,12506.42,38.41,61.59,12k-quartz,high,737.0,24.0,N,,,,,very good,154.0010389
882D-8,12506.46,35.02,64.98,12k-quartz,high,712.0,15.0,N,,,,,very good,133.1223822
882D-8,12506.49,37.45,62.55,12k-quartz,high,747.0,24.0,N,,,,,very good,163.6711691
882D-8,12506.52,37.52,62.48,12k-quartz,high,751.0,36.0,N,,,,,very good,167.3277705
882D-8,12506.56,43.58,56.42,12k-quartz,mod,748.0,24.0,N,,,,,very good,163.8294611
882D-8,12506.59,42.03,57.97,12k-quartz,mod,799.0,16.0,N,,,,,very good,220.6459429
882D-8,12506.62,45.45,54.55,12k-quartz,mod,816.0,31.0,N,,,,,very good,244.3524694
882D-8,12506.69,73.7,26.3,12k-quartz,low,846.0,16.0,N,,,,,very good,290.632432
882D-8,12506.72,66.67,33.33,12k-quartz,mod,846.0,16.0,N,,,,,very good,290.632432
882D-8,12506.79,60.62,39.38,12k-quartz,mod,803.0,9.0,N,,,,,very good,225.6065791
882D-8,12506.82,73.97,26.03,12k-quartz,low,834.0,16.0,N,,,,,very good,270.5686932
882D-8,12506.85,79.01,20.99,12k-quartz,low,821.0,13.0,N,,,,,very good,251.1606268
882D-8,12506.88,76.83,23.17,12k-quartz,low,822.0,18.0,N,0.0,5.1,2.52,,very good,251.7509489
882D-8,12506.92,57.7,42.3,12k-quartz,mod,812.0,14.0,N,0.0,5.1,2.52,,very good,237.4663704
882D-8,12506.95,54.53,45.47,12k-quartz,mod,796.0,15.0,N,,,,,very good,216.4210931
882D-8,12507.34,85.43,14.57,12k-quartz,low,778.0,25.0,N,,,,,very good,195.5323845
882D-8,12507.38,72.55,27.45,12k-quartz,low,822.0,23.0,N,,,,,very good,251.7509489
882D-8,12507.41,73.33,26.67,12k-quartz,low,745.0,29.0,N,,,,,good,161.2037145
882D-8,12507.54,29.74,70.26,12k-quartz,high,705.0,12.0,N,,,,,good,127.790561
882D-8,12507.57,34.46,65.54,12k-quartz,high,705.0,12.0,N,,,,,very good,127.790561
882D-8,12507.61,33.33,66.67,12k-quartz,high,695.0,32.0,N,,,,,very good,120.6478552
882D-8,12507.64,22.92,77.08,12k-quartz,high,682.0,16.0,N,,,,,very good,112.1562156
882D-8,12507.67,36.23,63.77,12k-quartz,high,701.0,29.0,N,,,,,very good,125.343673
882D-8,12507.7,46.34,53.66,12k-quartz,mod,755.0,26.0,N,,,,,very good,170.8299936
882D-8,12507.74,45.12,54.88,12k-quartz,mod,787.0,16.0,N,,,,,very good,205.6123669
882D-8,12507.77,28.5,71.5,12k-quartz,high,775.0,33.0,N,,,,,very good,191.7884002
882D-8,12507.8,45.63,54.37,12k-quartz,mod,765.0,16.0,N,,,,,very good,181.1811653
882D-8,12507.84,64.49,35.51,12k-quartz,mod,751.0,17.0,N,,,,,very good,167.0276468
882D-8,12507.87,62.15,37.85,12k-quartz,mod,775.0,32.0,N,,,,,very good,191.7884002
882D-8,12507.9,59.79,40.21,12k-quartz,mod,728.0,32.0,N,,,,,very good,146.6738962
882D-8,12507.93,58.61,41.39,12k-quartz,mod,790.0,29.0,N,,,,,very good,209.6262148
882D-8,12507.97,58.53,41.47,12k-quartz,mod,765.0,30.0,N,,,,,very good,181.6320901
882D-8,12508.0,62.13,37.87,12k-quartz,mod,768.0,25.0,N,0.0,5.6,2.5,,very good,184.6479456
882D-8,12508.03,65.01,34.99,12k-quartz,mod,765.0,27.0,N,0.0,5.6,2.5,,very good,181.0311059
882D-8,12508.07,59.41,40.59,12k-quartz,mod,784.0,26.0,N,,,,,very good,202.4566957
882D-8,12508.1,27.5,72.5,12k-quartz,high,717.0,24.0,N,,,,,very good,137.067844
882D-8,12508.13,42.54,57.46,12k-quartz,mod,757.0,19.0,N,,,,,very good,172.942531
882D-8,12508.16,50.15,49.85,12k-quartz,mod,749.0,25.0,N,,,,,very good,165.1013204
882D-8,12508.2,45.58,54.42,12k-quartz,mod,808.0,33.0,N,,,,,very good,232.2449612
882D-8,12508.23,47.37,52.63,12k-quartz,mod,751.0,26.0,N,,,,,very good,167.1891849
882D-8,12508.26,29.32,70.68,12k-quartz,high,744.0,18.0,N,,,,,good,160.3821409
882D-8,12508.3,13.37,86.63,12k-quartz,high,684.0,12.0,N,,,,,very good,113.3551732
882D-8,12508.33,11.05,88.95,12k-quartz,high,674.0,13.0,N,,,,,very good,107.2338249
882D-8,12508.36,28.8,71.2,12k-quartz,high,693.0,21.0,N,,,,,very good,119.6605936
882D-8,12508.39,29.73,70.27,12k-quartz,high,696.0,18.0,N,,,,,very good,121.4376564
882D-8,12508.43,14.12,85.88,12k-quartz,high,688.0,13.0,N,,,,,very good,115.9196691
882D-8,12508.46,13.13,86.87,12k-quartz,high,679.0,14.0,N,,,,,very good,109.9874222
882D-8,12508.49,25.62,74.38,12k-quartz,high,674.0,21.0,N,,,,,very good,107.2338249
882D-8,12508.62,38.63,61.37,12k-quartz,high,652.0,6.0,N,,,,,very good,94.15346102
882D-8,12508.66,32.96,67.04,12k-quartz,high,658.0,18.0,N,0.59,5.3,2.38,,very good,97.64936535
882D-8,12508.69,34.06,65.94,12k-quartz,high,673.0,13.0,N,0.59,5.3,2.38,,very good,106.1728973
882D-8,12508.72,37.78,62.22,12k-quartz,high,670.0,17.0,N,,,,,very good,104.3126544
882D-8,12508.75,32.57,67.43,12k-quartz,high,656.0,11.0,N,,,,,very good,96.12412268
882D-8,12508.79,33.23,66.77,12k-quartz,high,666.0,21.0,N,,,,,very good,102.2362197
882D-8,12508.9,17.56,82.44,12k-quartz,high,664.0,16.0,N,,,,,very good,101.0375957
882D-8,12508.93,10.73,89.27,12k-quartz,high,648.0,24.0,N,,,,,very good,91.8609495
882D-8,12508.97,6.98,93.02,12k-quartz,high,649.0,15.0,N,,,,,very good,92.35064416
882D-8,12509.0,10.21,89.79,12k-quartz,high,659.0,15.0,N,,,,,very good,97.77080501
882D-8,12509.06,9.84,90.16,12k-quartz,high,633.0,11.0,N,,,,6.67,very good,84.41057432
882D-8,12509.1,7.26,92.74,12k-quartz,high,630.0,9.0,N,,,,6.67,very good,82.737163
882D-8,12509.13,4.14,95.86,12k-quartz,high,650.0,11.0,N,,,,,very good,92.85192456
882D-8,12509.16,4.74,95.26,12k-quartz,high,654.0,8.0,N,,,,,very good,95.25200038
882D-8,12509.19,3.93,96.07,12k-quartz,high,631.0,25.0,N,,,,,very good,83.35645204
882D-8,12509.23,4.63,95.37,12k-quartz,high,645.0,7.0,N,,,,,very good,90.4073903
882D-8,12509.26,11.26,88.74,12k-quartz,high,628.0,10.0,N,,,,,very good,81.9185954
882D-8,12509.29,14.12,85.88,12k-quartz,high,665.0,19.0,N,,,,,very good,101.6253165
882D-8,12509.33,18.99,81.01,12k-quartz,high,680.0,20.0,N,0.009,4.8,2.46,,very good,111.031254
882D-8,12509.36,23.96,76.04,12k-quartz,high,685.0,24.0,N,0.009,4.8,2.46,,very good,114.1248109
882D-8,12509.39,30.8,69.2,12k-quartz,high,734.0,23.0,N,,,,,very good,151.7422197
882D-8,12509.42,34.36,65.64,12k-quartz,high,759.0,20.0,N,,,,,very good,175.1295552
882D-8,12509.46,36.51,63.49,12k-quartz,high,752.0,7.0,N,,,,,very good,168.3243347
882D-8,12509.49,36.46,63.54,12k-quartz,high,757.0,19.0,N,,,,,very good,173.27721
882D-8,12509.52,39.56,60.44,12k-quartz,high,750.0,19.0,N,,,,,very good,166.3830536
882D-8,12509.56,41.09,58.91,12k-quartz,mod,745.0,21.0,N,,,,,very good,161.4710735
882D-8,12509.59,43.68,56.32,12k-quartz,mod,720.0,31.0,N,,,,,very good,139.6760783
882D-8,12509.62,40.95,59.05,12k-quartz,mod,752.0,26.0,N,,,,,very good,167.7442169
882D-8,12509.66,43.56,56.44,12k-quartz,mod,751.0,21.0,N,,,,,very good,166.912358
882D-8,12509.69,44.37,55.63,12k-quartz,mod,737.0,19.0,N,,,,,very good,154.5080217
882D-8,12509.72,44.92,55.08,12k-quartz,mod,740.0,15.0,N,,,,,very good,156.725747
882D-8,12509.75,48.04,51.96,12k-quartz,mod,746.0,22.0,N,,,,,very good,162.6459927
882D-8,12509.79,48.73,51.27,12k-quartz,mod,745.0,17.0,N,,,,,very good,161.8226553
882D-8,12509.82,50.1,49.9,12k-quartz,mod,740.0,13.0,N,,,,,very good,156.8556593
882D-8,12509.85,49.57,50.43,12k-quartz,mod,715.0,23.0,N,,,,,very good,135.5853071
882D-8,12509.88,51.02,48.98,12k-quartz,mod,739.0,17.0,N,,,,,very good,156.207173
882D-8,12509.92,50.23,49.77,12k-quartz,mod,738.0,10.0,N,,,,,very good,155.0466462
882D-8,12509.95,53.08,46.92,12k-quartz,mod,741.0,10.0,N,,,,,very good,157.6156301
882D-8,12509.98,47.85,52.15,12k-quartz,mod,738.0,13.0,N,,,,,very good,154.8668964
882D-8,12510.01,47.97,52.03,12k-quartz,mod,717.0,19.0,N,,,,,very good,137.3994919
882D-8,12510.11,37.82,62.18,12k-quartz,high,695.0,9.0,N,,,,,very good,120.6228665
882D-8,12510.15,43.65,56.35,12k-quartz,mod,715.0,13.0,N,,,,,very good,135.6836421
882D-8,12510.18,46.41,53.59,12k-quartz,mod,733.0,15.0,N,,,,,very good,150.9897161
882D-8,12510.21,49.68,50.32,12k-quartz,mod,726.0,17.0,N,,,,,very good,144.9022458
882D-8,12510.25,54.63,45.37,12k-quartz,mod,741.0,13.0,N,,,,,very good,157.6156301
882D-8,12510.28,56.35,43.65,12k-quartz,mod,731.0,16.0,N,,,,,very good,149.1659357
882D-8,12510.34,57.01,42.99,12k-quartz,mod,745.0,29.0,N,,,,,very good,161.6584886
882D-8,12510.38,51.37,48.63,12k-quartz,mod,765.0,10.0,N,0.0,7.6,2.47,,very good,180.9111479
882D-8,12510.41,56.39,43.61,12k-quartz,mod,761.0,21.0,N,0.0,7.6,2.47,,very good,176.7330321
882D-8,12510.44,57.92,42.08,12k-quartz,mod,771.0,25.0,N,,,,,very good,187.4807203
882D-8,12510.48,56.6,43.4,12k-quartz,mod,792.0,11.0,N,,,,,very good,212.3797647
882D-8,12510.51,56.5,43.5,12k-quartz,mod,782.0,8.0,N,,,,,very good,199.6869749
882D-8,12510.54,54.85,45.15,12k-quartz,mod,796.0,13.0,N,,,,,very good,216.4210931
882D-8,12510.57,54.41,45.59,12k-quartz,mod,805.0,9.0,N,,,,,very good,228.6805417
882D-8,12510.61,52.7,47.3,12k-quartz,mod,794.0,12.0,N,,,,,very good,214.8577143
882D-8,12510.64,47.62,52.38,12k-quartz,mod,783.0,12.0,N,,,,,very good,201.2858456
882D-8,12510.67,33.64,66.36,12k-quartz,high,773.0,20.0,N,,,,,very good,189.8057186
882D-8,12510.7,41.65,58.35,12k-quartz,mod,731.0,9.0,N,,,,,very good,148.5082186
882D-8,12510.74,32.16,67.84,12k-quartz,high,716.0,14.0,N,,,,,very good,136.4728939
882D-8,12510.77,26.83,73.17,12k-quartz,high,699.0,8.0,N,,,,,very good,123.8023095
882D-8,12510.8,18.88,81.12,12k-quartz,high,683.0,13.0,N,,,,,good,112.3732607
882D-8,12510.84,24.04,75.96,12k-quartz,high,683.0,19.0,N,,,,,good,112.3732607
882D-8,12510.87,24.72,75.28,12k-quartz,high,698.0,15.0,N,,,,,very good,122.8418117
882D-8,12510.9,18.65,81.35,12k-quartz,high,713.0,14.0,N,,,,,very good,133.8597596
882D-8,12510.93,21.74,78.26,12k-quartz,high,700.0,18.0,N,,,,,very good,124.2750735
882D-8,12510.97,20.63,79.37,12k-quartz,high,691.0,13.0,N,,,,,very good,117.7785322
882D-8,12511.0,18.87,81.13,12k-quartz,high,678.0,17.0,N,,,,,very good,109.7325471
882D-8,12511.03,18.58,81.42,12k-quartz,high,704.0,15.0,N,,,,,very good,127.2973916
882D-8,12511.07,19.53,80.47,12k-quartz,high,695.0,13.0,N,,,,,very good,120.5229632
882D-8,12511.1,16.72,83.28,12k-quartz,high,676.0,17.0,N,,,,,very good,108.2156521
882D-8,12511.13,19.82,80.18,12k-quartz,high,697.0,10.0,N,,,,,very good,122.3339483
882D-8,12511.16,20.88,79.12,12k-quartz,high,719.0,13.0,N,,,,,very good,138.4661671
882D-8,12511.2,20.69,79.31,12k-quartz,high,716.0,14.0,N,,,,,very good,136.1340825
882D-8,12511.23,21.54,78.46,12k-quartz,high,703.0,8.0,N,,,,,very good,126.1947079
882D-8,12511.26,25.45,74.55,12k-quartz,high,709.0,16.0,N,,,,,very good,130.7899605
882D-8,12511.3,22.12,77.88,12k-quartz,high,714.0,11.0,N,,,,,very good,134.6058684
882D-8,12511.33,22.58,77.42,12k-quartz,high,713.0,26.0,N,,,,,very good,134.4108313
882D-8,12511.36,27.33,72.67,12k-quartz,high,717.0,13.0,N,,,,,very good,137.366291
882D-8,12511.39,29.03,70.97,12k-quartz,high,726.0,15.0,N,,,,,very good,144.6223721
882D-8,12511.43,27.64,72.36,12k-quartz,high,707.0,9.0,N,,,,,very good,129.381579
882D-8,12511.49,34.73,65.27,12k-quartz,high,706.0,12.0,N,0.0,6.4,2.45,,very good,128.4629198
882D-8,12511.52,33.28,66.72,12k-quartz,high,733.0,9.0,N,0.0,6.4,2.45,,very good,150.6148649
882D-8,12511.56,36.84,63.16,12k-quartz,high,742.0,18.0,N,,,,,very good,158.8008681
882D-8,12511.59,41.71,58.29,12k-quartz,mod,755.0,31.0,N,,,,,very good,170.6885073
882D-8,12511.62,38.96,61.04,12k-quartz,high,774.0,11.0,N,,,,,very good,190.4950129
882D-8,12511.66,42.26,57.74,12k-quartz,mod,764.0,22.0,N,,,,,very good,179.7606089
882D-8,12511.69,56.59,43.41,12k-quartz,mod,746.0,12.0,N,,,,,very good,162.5281171
882D-8,12511.72,53.61,46.39,12k-quartz,mod,764.0,21.0,N,,,,,very good,180.4134236
882D-8,12511.75,56.17,43.83,12k-quartz,mod,763.0,16.0,N,,,,,very good,178.9432779
882D-8,12527.6,59.51,40.49,12k-quartz,mod,802.0,19.0,N,,,,,very good,224.085128
882D-8,12527.76,54.43,45.57,12k-quartz,mod,839.0,24.0,N,,,,,very good,278.7994432
882D-8,12527.8,56.85,43.15,12k-quartz,mod,818.0,20.0,N,,,,,very good,245.8756733
