Well,Depth_ft,Silica_pct,Detritus_pct,Phase,DetritusGroup,HLD,HLD_StdDev,XRD,Perm_Kair_md,POR_he_pct,GrainDensity_gcc,TOC_pct,Quality,UCS_MPa_Lee
548D1-35,3467.52,72.65,27.35,opal-CT,low,662.0,15.0,N,0.0,49.5,2.27,,very good,99.87233115
548D1-35,3467.55,73.37,26.63,opal-CT,low,667.0,22.0,N,,,,,very good,102.8309127
548D1-35,3467.58,77.73,22.27,opal-CT,low,702.0,13.0,N,,,,,very good,125.4648971
548D1-35,3467.61,78.05,21.95,opal-CT,low,636.0,11.0,N,,,,,very good,85.97524006
548D1-35,3467.65,66.56,33.44,opal-CT,mod,558.0,17.0,N,,,,,very good,54.42513106
548D1-35,3467.68,73.09,26.91,opal-CT,low,655.0,15.0,N,,,,,very good,95.80606723
548D1-35,3467.71,77.38,22.62,opal-CT,low,557.0,18.0,N,,,,,very good,54.26752682
548D1-35,3467.75,78.78,21.22,opal-CT,low,687.0,6.0,N,,,,,very good,115.0775231
548D1-35,3467.78,77.0,23.0,opal-CT,low,694.0,14.0,N,,,,,very good,119.8458118
548D1-35,3467.81,76.47,23.53,opal-CT,low,688.0,4.0,N,,,,,very good,115.7916762
548D1-35,3467.84,81.59,18.41,opal-CT,low,715.0,14.0,N,,,,,very good,135.5263404
548D1-35,3467.88,79.75,20.25,opal-CT,low,728.0,11.0,N,,,,,very good,146.5928987
548D1-35,3467.91,79.02,20.98,opal-CT,low,716.0,16.0,N,,,,,very good,136.1566437
548D1-35,3467.94,78.11,21.89,opal-CT,low,693.0,16.0,N,,,,,very good,119.3140805
548D1-35,3467.98,76.99,23.01,opal-CT,low,653.0,17.0,N,,,,,very good,94.92109952
548D1-35,3468.01,78.08,21.92,opal-CT,low,653.0,28.0,N,,,,,very good,94.42690236
548D1-35,3468.04,63.94,36.06,opal-CT,mod,575.0,23.0,N,,,,,good,60.06492228
548D1-35,3468.07,47.61,52.39,opal-CT,mod,591.0,36.0,N,,,,,good,66.03331243
548D1-35,3468.11,56.03,43.97,opal-CT,mod,597.0,20.0,N,,,,,good,68.27925693
548D1-35,3468.14,74.36,25.64,opal-CT,low,653.0,26.0,N,,,,,very good,94.42690236
548D1-35,3468.17,78.15,21.85,opal-CT,low,642.0,17.0,N,,,,,very good,88.92155589
548D1-35,3468.21,78.13,21.87,opal-CT,low,565.0,20.0,N,,,,,very good,56.97690528
548D1-35,3468.24,76.15,23.85,opal-CT,low,625.0,37.0,N,,,,,very good,80.3189847
548D1-35,3468.27,69.06,30.94,opal-CT,mod,636.0,20.0,N,,,,,very good,85.9514978
548D1-35,3468.3,58.71,41.29,opal-CT,mod,565.0,24.0,N,,,,,very good,56.70374744
548D1-35,3468.34,84.22,15.78,opal-CT,low,686.0,10.0,N,,,,,very good,114.7886581
548D1-35,3468.37,81.97,18.03,opal-CT,low,711.0,20.0,N,,,,,very good,132.1881141
548D1-35,3468.4,77.48,22.52,opal-CT,low,658.0,33.0,N,,,,,very good,97.40693835
548D1-35,3468.44,72.42,27.58,opal-CT,low,659.0,22.0,N,,,,,very good,98.14958396
548D1-35,3468.47,71.51,28.49,opal-CT,low,668.0,13.0,N,,,,,very good,103.1096187
548D1-35,3468.5,78.5,21.5,opal-CT,low,687.0,16.0,N,,,,,very good,115.4563668
548D1-35,3468.53,76.49,23.51,opal-CT,low,631.0,46.0,N,,,,,very good,83.35645204
548D1-35,3468.57,81.06,18.94,opal-CT,low,661.0,24.0,N,,,,,very good,99.29474824
548D1-35,3468.6,80.71,19.29,opal-CT,low,655.0,29.0,N,,,,,very good,95.6210211
548D1-35,3468.63,73.76,26.24,opal-CT,low,635.0,19.0,N,1.0,45.9,2.26,,very good,85.23049979
548D1-35,3468.66,74.64,25.36,opal-CT,low,668.0,16.0,N,1.0,45.9,2.26,,very good,103.1893877
548D1-35,3468.7,71.98,28.02,opal-CT,low,645.0,16.0,N,,,,,very good,90.51232372
548D1-35,3468.73,62.33,37.67,opal-CT,mod,603.0,12.0,N,,,,,very good,70.77925966
548D1-35,3468.76,50.79,49.21,opal-CT,mod,491.0,21.0,N,,,,,very good,36.93622149
548D1-35,3468.8,58.23,41.77,opal-CT,mod,548.0,46.0,N,,,,,very good,51.50742722
548D1-35,3468.83,76.51,23.49,opal-CT,low,585.0,48.0,N,,,,,very good,63.94243069
548D1-35,3468.86,75.36,24.64,opal-CT,low,671.0,18.0,N,,,,,very good,105.0208969
548D1-35,3468.89,75.98,24.02,opal-CT,low,666.0,32.0,N,,,,,very good,101.9204576
548D1-35,3468.93,64.55,35.45,opal-CT,mod,600.0,18.0,N,,,,,very good,69.80083798
548D1-35,3468.96,73.41,26.59,opal-CT,low,676.0,31.0,N,,,,,very good,108.3203112
548D1-35,3468.99,71.23,28.77,opal-CT,low,649.0,23.0,N,,,,,very good,92.7596491
548D1-35,3469.03,80.3,19.7,opal-CT,low,583.0,6.0,N,,,,,very good,63.16135748
548D1-35,3469.06,82.44,17.56,opal-CT,low,674.0,19.0,N,,,,,good,106.6578466
548D1-35,3469.09,79.24,20.76,opal-CT,low,587.0,17.0,N,,,,,very good,64.58137233
548D1-35,3469.12,81.45,18.55,opal-CT,low,603.0,17.0,N,,,,,very good,70.99854249
548D1-35,3469.16,80.82,19.18,opal-CT,low,658.0,20.0,N,,,,,very good,97.26177114
548D1-35,3469.19,80.07,19.93,opal-CT,low,655.0,7.0,N,,,,,very good,95.58405478
548D1-35,3469.22,76.36,23.64,opal-CT,low,621.0,19.0,N,,,,,very good,78.58331099
548D1-35,3469.26,77.08,22.92,opal-CT,low,586.0,27.0,N,,,,,good,64.28240889
548D1-35,3469.29,76.93,23.07,opal-CT,low,559.0,28.0,N,,,,,good,54.96441716
548D1-35,3469.32,69.6,30.4,opal-CT,mod,616.0,27.0,N,,,,,poor,76.49963849
548D1-35,3469.35,71.38,28.62,opal-CT,low,642.0,17.0,N,,,,,very good,88.59062286
548D1-35,3469.39,68.55,31.45,opal-CT,mod,528.0,15.0,N,,,,,poor,45.81291394
548D1-35,3469.42,69.5,30.5,opal-CT,mod,589.0,12.0,N,,,,,very good,65.48663102
548D1-35,3469.45,71.61,28.39,opal-CT,low,555.0,12.0,N,,,,,good,53.64166055
548D1-35,3469.49,73.31,26.69,opal-CT,low,555.0,12.0,N,,,,,good,53.64166055
548D1-35,3469.52,75.66,24.34,opal-CT,low,570.0,19.0,N,,,,,very good,58.51750938
548D1-35,3469.66,68.25,31.75,opal-CT,mod,554.0,40.0,N,0.17,43.7,2.31,,very good,53.33143943
548D1-35,3469.7,56.8,43.2,opal-CT,mod,555.0,14.0,N,0.17,43.7,2.31,,very good,53.5639365
548D1-35,3469.73,49.25,50.75,opal-CT,mod,535.0,15.0,N,,,,,very good,47.83588142
548D1-35,3469.76,34.05,65.95,opal-CT,high,475.0,26.0,N,,,,,very good,33.66277683
548D1-35,3469.8,36.74,63.26,opal-CT,high,471.0,35.0,N,,,,,good,32.85901101
548D1-35,3469.83,48.77,51.23,opal-CT,mod,568.0,23.0,N,,,,,very good,57.98658725
548D1-35,3469.86,64.52,35.48,opal-CT,mod,615.0,13.0,N,,,,,very good,75.74905849
548D1-35,3469.89,69.89,30.11,opal-CT,mod,638.0,43.0,N,,,,,very good,86.64269274
548D1-35,3469.93,72.92,27.08,opal-CT,low,650.0,13.0,N,,,,,very good,92.79808606
548D1-35,3469.96,70.2,29.8,opal-CT,low,667.0,25.0,N,,,,,very good,102.711698
548D1-35,3469.99,68.61,31.39,opal-CT,mod,653.0,21.0,N,,,,,very good,94.70113783
548D1-35,3470.03,70.12,29.88,opal-CT,low,631.0,21.0,N,,,,,very good,83.4370689
548D1-35,3470.06,69.18,30.82,opal-CT,mod,646.0,16.0,N,,,,,very good,90.84541707
548D1-35,3470.09,66.65,33.35,opal-CT,mod,619.0,13.0,N,,,,,very good,77.5719595
548D1-35,3470.12,64.9,35.1,opal-CT,mod,631.0,13.0,N,,,,,very good,83.4370689
548D1-35,3470.16,68.45,31.55,opal-CT,mod,621.0,23.0,N,,,,,very good,78.47703351
548D1-35,3470.19,65.78,34.22,opal-CT,mod,630.0,11.0,N,,,,,very good,82.71431494
548D1-35,3470.22,64.55,35.45,opal-CT,mod,625.0,15.0,N,,,,,very good,80.42775665
548D1-35,3470.26,62.78,37.22,opal-CT,mod,632.0,18.0,N,,,,,very good,83.92241003
548D1-35,3470.29,64.01,35.99,opal-CT,mod,639.0,10.0,N,,,,,very good,87.31532706
548D1-35,3470.32,63.57,36.43,opal-CT,mod,638.0,11.0,N,,,,,very good,87.01199783
548D1-35,3470.35,63.57,36.43,opal-CT,mod,639.0,8.0,N,,,,,very good,87.31532706
548D1-35,3470.39,63.46,36.54,opal-CT,mod,628.0,9.0,N,,,,,very good,82.07712455
548D1-35,3470.42,65.65,34.35,opal-CT,mod,585.0,9.0,N,,,,,poor,63.8982952
548D1-35,3470.45,63.44,36.56,opal-CT,mod,636.0,19.0,N,,,,,very good,85.80918184
548D1-35,3470.48,65.87,34.13,opal-CT,mod,631.0,9.0,N,,,,,very good,83.45320163
548D1-35,3470.52,67.07,32.93,opal-CT,mod,625.0,5.0,N,,,,,very good,80.50554107
548D1-35,3470.55,69.5,30.5,opal-CT,mod,591.0,17.0,N,0.12,47.7,2.29,,very good,66.16110032
548D1-35,3470.58,65.22,34.78,opal-CT,mod,626.0,21.0,N,0.12,47.7,2.29,,very good,80.73934599
548D1-35,3470.61,61.56,38.44,opal-CT,mod,621.0,12.0,N,,,,,very good,78.56811968
548D1-35,3470.65,60.82,39.18,opal-CT,mod,620.0,6.0,N,,,,,very good,78.29517782
548D1-35,3470.68,60.87,39.13,opal-CT,mod,618.0,9.0,N,,,,,very good,77.15317116
548D1-35,3470.71,59.22,40.78,opal-CT,mod,605.0,9.0,N,,,,,very good,71.77139621
548D1-35,3470.75,61.65,38.35,opal-CT,mod,616.0,13.0,N,,,,,very good,76.55882109
548D1-35,3470.78,66.6,33.4,opal-CT,mod,643.0,14.0,N,,,,,very good,89.26112075
548D1-35,3470.81,68.09,31.91,opal-CT,mod,647.0,10.0,N,,,,,very good,91.37385146
548D1-35,3470.84,68.49,31.51,opal-CT,mod,644.0,11.0,N,,,,,very good,90.10825037
548D1-35,3470.88,64.97,35.03,opal-CT,mod,649.0,8.0,N,,,,,very good,92.6060604
548D1-35,3470.91,68.13,31.87,opal-CT,mod,633.0,12.0,N,,,,,very good,84.49221065
548D1-35,3470.94,65.5,34.5,opal-CT,mod,626.0,8.0,N,,,,,very good,80.97382993
548D1-35,3470.98,61.5,38.5,opal-CT,mod,620.0,11.0,N,,,,,very good,78.20440807
548D1-35,3471.01,61.4,38.6,opal-CT,mod,633.0,10.0,N,,,,,very good,84.16613825
548D1-35,3471.04,61.19,38.81,opal-CT,mod,621.0,7.0,N,,,,,very good,78.65931158
548D1-35,3471.07,60.7,39.3,opal-CT,mod,594.0,6.0,N,,,,,very good,67.06256671
548D1-35,3471.11,57.04,42.96,opal-CT,mod,608.0,12.0,N,,,,,very good,72.73524119
548D1-35,3471.14,59.37,40.63,opal-CT,mod,610.0,9.0,N,,,,,very good,73.72628237
548D1-35,3471.17,58.05,41.95,opal-CT,mod,607.0,6.0,N,,,,,very good,72.52461454
548D1-35,3471.21,57.48,42.52,opal-CT,mod,625.0,7.0,N,,,,,very good,80.2724132
548D1-35,3471.24,58.66,41.34,opal-CT,mod,593.0,12.0,N,,,,,very good,66.67472964
548D1-35,3471.27,59.18,40.82,opal-CT,mod,586.0,16.0,N,,,,,very good,64.2611074
548D1-35,3471.3,55.09,44.91,opal-CT,mod,596.0,8.0,N,,,,,very good,67.88438348
548D1-35,3471.34,53.4,46.6,opal-CT,mod,586.0,11.0,N,,,,,good,64.20788453
548D1-35,3471.37,48.94,51.06,opal-CT,mod,572.0,21.0,N,,,,,very good,59.20026482
548D1-35,3471.4,50.48,49.52,opal-CT,mod,555.0,12.0,N,,,,,good,53.53805352
548D1-35,3471.44,49.72,50.28,opal-CT,mod,552.0,8.0,N,,,,,very good,52.81838593
548D1-35,3471.47,46.99,53.01,opal-CT,mod,559.0,11.0,N,0.1,43.0,2.29,,very good,54.96441716
548D1-35,3471.5,49.91,50.09,opal-CT,mod,553.0,5.0,N,0.1,43.0,2.29,,very good,52.94618473
548D1-35,3471.53,53.94,46.06,opal-CT,mod,577.0,8.0,N,,,,,very good,60.9422086
548D1-35,3471.57,51.02,48.98,opal-CT,mod,566.0,28.0,N,,,,,good,57.17553032
548D1-35,3471.6,52.7,47.3,opal-CT,mod,583.0,14.0,N,,,,,very good,62.95410792
548D1-35,3471.63,51.18,48.82,opal-CT,mod,545.0,9.0,N,,,,,very good,50.57004215
548D1-35,3471.66,50.01,49.99,opal-CT,mod,575.0,12.0,N,,,,,very good,60.35593879
548D1-35,3471.7,55.51,44.49,opal-CT,mod,567.0,10.0,N,,,,,very good,57.34158001
548D1-35,3471.73,52.23,47.77,opal-CT,mod,560.0,12.0,N,,,,,very good,55.26581737
548D1-35,3471.76,54.37,45.63,opal-CT,mod,569.0,13.0,N,,,,,very good,58.23535717
548D1-35,3471.8,51.28,48.72,opal-CT,mod,560.0,14.0,N,,,,,very good,55.22004466
548D1-35,3471.83,50.68,49.32,opal-CT,mod,577.0,9.0,N,,,,,very good,60.82450082
548D1-35,3471.86,49.18,50.82,opal-CT,mod,553.0,15.0,N,,,,,very good,53.14616858
548D1-35,3471.89,53.07,46.93,opal-CT,mod,573.0,26.0,N,,,,,very good,59.4460318
548D1-35,3471.93,50.2,49.8,opal-CT,mod,548.0,15.0,N,,,,,very good,51.63561923
548D1-35,3471.96,51.03,48.97,opal-CT,mod,569.0,27.0,N,,,,,very good,58.08275897
548D1-35,3471.99,50.12,49.88,opal-CT,mod,557.0,14.0,N,,,,,very good,54.16271095
548D1-35,3472.03,51.96,48.04,opal-CT,mod,550.0,21.0,N,,,,,very good,52.00774667
548D1-35,3472.06,54.92,45.08,opal-CT,mod,561.0,25.0,N,,,,,very good,55.63336761
548D1-35,3472.09,54.74,45.26,opal-CT,mod,580.0,9.0,N,,,,,very good,62.07185601
548D1-35,3472.12,53.34,46.66,opal-CT,mod,591.0,10.0,N,,,,,very good,66.0971755
548D1-35,3472.16,50.88,49.12,opal-CT,mod,566.0,17.0,N,,,,,very good,57.31782913
548D1-35,3472.19,53.84,46.16,opal-CT,mod,552.0,27.0,N,,,,,very good,52.71636903
548D1-35,3472.22,56.37,43.63,opal-CT,mod,598.0,16.0,N,,,,,good,68.89300071
548D1-35,3472.26,54.0,46.0,opal-CT,mod,536.0,20.0,N,,,,,very good,48.004629
856C-7,6103.73,76.0,24.0,6k-quartz,low,679.0,12.0,N,,,,,very good,110.0086884
856C-7,6103.76,53.73,46.27,6k-quartz,mod,664.0,9.0,N,,,,,very good,100.7060639
856C-7,6103.79,38.06,61.94,6k-quartz,high,649.0,11.0,N,,,,,very good,92.52936145
856C-7,6103.83,32.97,67.03,6k-quartz,high,579.0,17.0,N,,,,,very good,61.71288128
856C-7,6103.86,31.81,68.19,6k-quartz,high,554.0,8.0,N,,,,,very good,53.455312
856C-7,6103.89,35.36,64.64,6k-quartz,high,606.0,14.0,N,,,,,very good,72.02159576
856C-7,6103.93,37.39,62.61,6k-quartz,high,572.0,5.0,N,,,,,very good,59.33776888
856C-7,6103.96,40.93,59.07,6k-quartz,mod,557.0,9.0,N,,,,,very good,54.32001079
856C-7,6103.99,41.13,58.87,6k-quartz,mod,574.0,9.0,N,,,,,very good,59.7522003
856C-7,6104.02,44.04,55.96,6k-quartz,mod,562.0,13.0,N,,,,,very good,55.73487177
856C-7,6104.09,45.38,54.62,6k-quartz,mod,561.0,8.0,N,,,,,very good,55.43397549
856C-7,6104.12,31.39,68.61,6k-quartz,high,554.0,1.0,N,,,,,very good,53.22843158
856C-7,6104.15,40.91,59.09,6k-quartz,mod,596.0,7.0,N,,,,,very good,68.04205808
856C-7,6104.19,37.67,62.33,6k-quartz,high,569.0,18.0,N,,,,,very good,58.17909019
856C-7,6104.32,18.53,81.47,6k-quartz,high,533.0,8.0,N,,14.75,2.37,11.9,very good,47.07895167
856C-7,6104.98,25.03,74.97,6k-quartz,high,525.0,30.0,N,,,,,very good,45.12723819
856C-7,6105.01,28.02,71.98,6k-quartz,high,493.0,12.0,N,,,,,very good,37.53266909
856C-7,6105.2,15.22,84.78,6k-quartz,high,479.0,31.0,N,,,,,good,34.59973473
856C-7,6105.27,18.0,82.0,6k-quartz,high,439.0,23.0,N,,,,,very good,27.34570146
856C-7,6105.3,33.48,66.52,6k-quartz,high,528.0,6.0,N,,,,,very good,45.86608776
856C-7,6109.07,32.79,67.21,6k-quartz,high,632.0,11.0,N,,,,,very good,83.84132423
856C-7,6109.1,34.67,65.33,6k-quartz,high,636.0,10.0,N,,,,,very good,85.74699273
856C-7,6109.13,34.82,65.18,6k-quartz,high,638.0,4.0,N,,,,,very good,86.97835969
856C-7,6109.16,31.07,68.93,6k-quartz,high,638.0,20.0,N,,,,,very good,86.55897861
856C-7,6109.2,30.38,69.62,6k-quartz,high,641.0,8.0,N,,,,,very good,88.50502663
856C-7,6109.23,30.5,69.5,6k-quartz,high,556.0,15.0,N,,,,,poor,54.03197577
856C-7,6109.26,39.31,60.69,6k-quartz,high,615.0,20.0,N,,,,,very good,75.79300569
856C-7,6109.3,39.81,60.19,6k-quartz,high,630.0,10.0,N,,,,,very good,82.71431494
856C-7,6109.33,37.21,62.79,6k-quartz,high,629.0,6.0,N,,,,,very good,82.29958089
856C-7,6109.36,33.82,66.18,6k-quartz,high,590.0,4.0,N,,,,,good,65.81027724
856C-7,6109.39,29.94,70.06,6k-quartz,high,594.0,11.0,N,,,,,very good,67.32237728
856C-7,6109.43,25.27,74.73,6k-quartz,high,635.0,17.0,N,,,,,very good,85.39543814
856C-7,6109.46,19.41,80.59,6k-quartz,high,626.0,10.0,N,,,,,very good,81.13053076
856C-7,6109.49,17.34,82.66,6k-quartz,high,631.0,6.0,N,,,,,very good,83.27591307
856C-7,6109.52,22.1,77.9,6k-quartz,high,603.0,10.0,N,,,,,very good,70.72454486
856C-7,6109.56,10.52,89.48,6k-quartz,high,594.0,27.0,N,,13.6,,,very good,67.20162601
856C-7,6109.59,14.76,85.24,6k-quartz,high,547.0,4.0,N,,,,,very good,51.09088038
856C-7,6109.62,11.5,88.5,6k-quartz,high,528.0,7.0,N,,,,,very good,45.77749898
856C-7,6109.66,13.77,86.23,6k-quartz,high,553.0,7.0,N,,,,,very good,53.02301238
856C-7,6109.69,5.43,94.57,6k-quartz,high,510.0,11.0,N,,,,,very good,41.19949567
856C-7,6109.85,13.35,86.65,6k-quartz,high,493.0,30.0,N,,,,,very good,37.40331544
856C-7,6109.89,6.82,93.18,6k-quartz,high,480.0,25.0,N,,,,,very good,34.75393079
856C-7,6109.92,10.49,89.51,6k-quartz,high,423.0,18.0,N,,,,,very good,24.88850413
856C-7,6110.05,7.47,92.53,6k-quartz,high,456.0,41.0,N,,,,,good,30.25241498
856C-7,6110.11,9.02,90.98,6k-quartz,high,499.0,16.0,N,,13.3,2.29,9.7,very good,38.84033811
856C-7,6110.67,31.61,68.39,6k-quartz,high,546.0,12.0,N,,,,,very good,50.91339313
856C-7,6110.71,22.64,77.36,6k-quartz,high,552.0,5.0,N,,,,,very good,52.81838593
856C-7,6111.0,25.65,74.35,6k-quartz,high,534.0,18.0,N,,,,,good,47.41169235
856C-7,6111.1,36.93,63.07,6k-quartz,high,588.0,13.0,N,,,,,very good,64.95703265
856C-7,6111.13,37.85,62.15,6k-quartz,high,574.0,28.0,N,,,,,very good,59.8475811
856C-7,6111.16,41.47,58.53,6k-quartz,mod,536.0,16.0,N,,,,,very good,47.93308689
856C-7,6111.2,41.29,58.71,6k-quartz,mod,545.0,11.0,N,,,,,very good,50.73652245
856C-7,6111.23,42.31,57.69,6k-quartz,mod,549.0,35.0,N,,,,,very good,51.80703833
856C-7,6111.26,36.96,63.04,6k-quartz,high,576.0,17.0,N,,,,,very good,60.53122506
856C-7,6111.3,48.17,51.83,6k-quartz,mod,555.0,19.0,N,,,,,very good,53.74546807
856C-7,6111.33,59.9,40.1,6k-quartz,mod,615.0,14.0,N,,,,,very good,75.90612988
856C-7,6111.36,76.29,23.71,6k-quartz,low,636.0,27.0,N,,,,,very good,85.88031034
856C-7,6111.4,77.0,23.0,6k-quartz,low,636.0,17.0,N,,,,,very good,86.02274426
856C-7,6111.49,36.58,63.42,6k-quartz,high,614.0,12.0,N,,,,,very good,75.59231213
856C-7,6111.53,44.27,55.73,6k-quartz,mod,562.0,12.0,N,,,,,very good,55.86432679
856C-7,6111.56,45.39,54.61,6k-quartz,mod,581.0,18.0,N,,,,,very good,62.44499038
856C-7,6111.59,38.93,61.07,6k-quartz,high,604.0,16.0,N,,,,,very good,71.27360163
856C-7,6111.62,39.92,60.08,6k-quartz,high,623.0,13.0,N,,,,,very good,79.57707232
856C-7,6111.66,38.3,61.7,6k-quartz,high,644.0,14.0,N,,,,,very good,89.62425757
856C-7,6111.69,41.57,58.43,6k-quartz,mod,632.0,12.0,N,,,,,very good,83.64703782
856C-7,6111.72,41.99,58.01,6k-quartz,mod,599.0,17.0,N,,14.1,2.41,,very good,69.2363501
856C-7,6111.76,41.27,58.73,6k-quartz,mod,601.0,23.0,N,,14.1,2.41,,very good,70.04416805
856C-7,6111.79,37.04,62.96,6k-quartz,high,542.0,12.0,N,,,,,very good,49.80353748
856C-7,6111.82,37.97,62.03,6k-quartz,high,554.0,31.0,N,,,,,very good,53.33143943
856C-7,6111.85,35.55,64.45,6k-quartz,high,570.0,27.0,N,,,,,very good,58.66314813
856C-7,6111.92,41.24,58.76,6k-quartz,mod,527.0,17.0,N,,,,,very good,45.46878357
856C-7,6111.95,26.4,73.6,6k-quartz,high,548.0,31.0,N,,,,,very good,51.50742722
856C-7,6111.99,36.6,63.4,6k-quartz,high,507.0,15.0,N,,,,,very good,40.64568506
856C-7,6114.93,46.07,53.93,6k-quartz,mod,635.0,15.0,N,,,,,very good,85.14815011
856C-7,6114.97,47.77,52.23,6k-quartz,mod,658.0,16.0,N,,,,,very good,97.39348785
856C-7,6115.0,49.04,50.96,6k-quartz,mod,661.0,13.0,N,,,,,very good,99.28103706
856C-7,6115.03,39.39,60.61,6k-quartz,high,651.0,19.0,N,,,,,very good,93.60895155
856C-7,6115.1,40.28,59.72,6k-quartz,mod,719.0,11.0,N,,,,,very good,139.1370402
856C-7,6115.13,58.22,41.78,6k-quartz,mod,737.0,6.0,N,,,,,very good,154.0010389
856C-7,6115.16,65.33,34.67,6k-quartz,mod,732.0,14.0,N,,,,,very good,149.3968242
856C-7,6115.19,63.44,36.56,6k-quartz,mod,721.0,7.0,N,,,,,very good,140.3721968
856C-7,6115.23,62.55,37.45,6k-quartz,mod,723.0,8.0,N,,,,,very good,141.9629368
856C-7,6115.26,67.22,32.78,6k-quartz,mod,705.0,8.0,N,,,,,very good,128.1616915
856C-7,6115.29,60.14,39.86,6k-quartz,mod,684.0,9.0,N,,,,,very good,113.0737545
856C-7,6115.33,59.53,40.47,6k-quartz,mod,704.0,9.0,N,,,,,very good,127.0515211
856C-7,6115.36,63.28,36.72,6k-quartz,mod,708.0,5.0,N,,,,,very good,130.2852158
856C-7,6115.39,63.92,36.08,6k-quartz,mod,712.0,10.0,N,,,,,very good,133.6012141
856C-7,6115.43,63.89,36.11,6k-quartz,mod,691.0,6.0,N,,,,,very good,117.9380337
856C-7,6115.46,65.55,34.45,6k-quartz,mod,699.0,6.0,N,,,,,very good,123.8382174
856C-7,6115.49,58.53,41.47,6k-quartz,mod,706.0,7.0,N,,,,,very good,128.4629198
856C-7,6115.52,58.61,41.39,6k-quartz,mod,714.0,12.0,N,,,,,very good,134.8989548
856C-7,6115.56,54.92,45.08,6k-quartz,mod,715.0,14.0,N,,,,,very good,135.8148664
856C-7,6115.59,50.09,49.91,6k-quartz,mod,705.0,9.0,N,,,,,very good,128.3166472
856C-7,6115.62,34.64,65.36,6k-quartz,high,638.0,10.0,N,,,,,very good,86.55897861
856C-7,6115.65,35.34,64.66,6k-quartz,high,641.0,17.0,N,,,,,very good,88.4366092
856C-7,6115.69,34.06,65.94,6k-quartz,high,620.0,17.0,N,,,,,very good,78.20440807
856C-7,6115.72,37.62,62.38,6k-quartz,high,569.0,21.0,N,,,,,very good,58.2466171
856C-7,6115.75,37.9,62.1,6k-quartz,high,626.0,46.0,N,,,,,very good,81.1753581
856C-7,6115.79,37.5,62.5,6k-quartz,high,592.0,31.0,N,,,,,very good,66.28913551
856C-7,6115.82,38.28,61.72,6k-quartz,high,638.0,16.0,N,,,,,very good,86.93633031
856C-7,6115.85,46.17,53.83,6k-quartz,mod,661.0,11.0,N,,,,,very good,98.96893521
856C-7,6115.88,51.66,48.34,6k-quartz,mod,670.0,5.0,N,,,,,very good,104.2118676
856C-7,6116.15,61.61,38.39,6k-quartz,mod,686.0,14.0,N,,,,,very good,114.5669477
856C-7,6116.18,56.89,43.11,6k-quartz,mod,716.0,34.0,N,,,,,very good,136.6992364
856C-7,6116.21,61.89,38.11,6k-quartz,mod,702.0,5.0,N,,,,,very good,125.4648971
856C-7,6116.24,62.4,37.6,6k-quartz,mod,710.0,8.0,N,,,,,very good,131.5507465
856C-7,6116.28,62.14,37.86,6k-quartz,mod,703.0,10.0,N,,,,,very good,126.2679221
856C-7,6116.31,65.11,34.89,6k-quartz,mod,694.0,6.0,N,,,,,very good,120.2636018
856C-7,6116.34,77.3,22.7,6k-quartz,low,704.0,13.0,N,,,,,very good,127.4205052
856C-7,6116.38,83.95,16.05,6k-quartz,low,707.0,8.0,N,,,,,very good,129.8137869
856C-7,6116.64,78.32,21.68,6k-quartz,low,617.0,24.0,N,,,,,very good,77.00415246
856C-7,6117.26,60.55,39.45,6k-quartz,mod,638.0,9.0,N,,,,,very good,86.81036398
856C-7,6117.3,61.57,38.43,6k-quartz,mod,677.0,15.0,N,,,,,very good,108.529933
856C-7,6117.33,58.28,41.72,6k-quartz,mod,678.0,25.0,N,,20.75,2.43,,very good,109.7325471
856C-7,6117.36,58.31,41.69,6k-quartz,mod,661.0,8.0,N,,20.75,2.43,,very good,99.10296385
856C-7,6117.39,37.53,62.47,6k-quartz,high,518.0,39.0,N,,,,,very good,43.33176701
856C-7,6117.46,19.84,80.16,6k-quartz,high,463.0,69.0,N,,,,,good,31.52116889
856C-7,6117.49,34.38,65.62,6k-quartz,high,491.0,52.0,N,,,,,very good,37.06140068
856C-7,6117.52,39.94,60.06,6k-quartz,high,594.0,,N,,,,,very good,67.3549243
856C-7,6117.56,42.35,57.65,6k-quartz,mod,595.0,40.0,N,,,,,very good,67.49179367
856C-7,6117.59,42.68,57.32,6k-quartz,mod,606.0,38.0,N,,,,,very good,72.17492467
856C-7,6117.62,46.38,53.62,6k-quartz,mod,659.0,11.0,N,,,,,very good,97.86536248
856C-7,6117.66,49.76,50.24,6k-quartz,mod,640.0,20.0,N,,,,,very good,88.04180244
856C-7,6117.69,51.78,48.22,6k-quartz,mod,677.0,11.0,N,,,,,very good,108.5928986
856C-7,6117.72,66.43,33.57,6k-quartz,mod,673.0,11.0,N,,,,,very good,106.6136689
856C-7,6117.75,56.71,43.29,6k-quartz,mod,702.0,16.0,N,,,,,very good,126.0727786
856C-7,6117.82,54.9,45.1,6k-quartz,mod,698.0,8.0,N,,,,,very good,122.7061757
856C-7,6142.28,54.88,45.12,6k-quartz,mod,580.0,25.0,N,,,,,very good,61.95196635
856C-7,6142.34,58.18,41.82,6k-quartz,mod,622.0,9.0,N,,,,,very good,79.18244234
856C-7,6142.38,48.83,51.17,6k-quartz,mod,623.0,9.0,N,,,,,very good,79.65403402
